GEO,GEOID2,est_pop
1500000US060014417001,60014417001,1951
1500000US060014417002,60014417002,2334
1500000US060014417003,60014417003,1228
1500000US060014417004,60014417004,2580
1500000US060014418001,60014418001,2487
1500000US060014418002,60014418002,1918
1500000US060014418003,60014418003,2339
1500000US060014418004,60014418004,930
1500000US060014419211,60014419211,1509
1500000US060014419212,60014419212,2440
1500000US060014419231,60014419231,1606
1500000US060014419232,60014419232,1566
1500000US060014419233,60014419233,3365
1500000US060014419241,60014419241,2840
1500000US060014419242,60014419242,1389
1500000US060014419243,60014419243,2804
1500000US060014419244,60014419244,997
1500000US060014419251,60014419251,3881
1500000US060014419252,60014419252,3039
1500000US060014419261,60014419261,2441
1500000US060014419262,60014419262,2015
1500000US060014419271,60014419271,2973
1500000US060014419272,60014419272,1579
1500000US060014420001,60014420001,1939
1500000US060014420002,60014420002,1347
1500000US060014421001,60014421001,2276
1500000US060014421002,60014421002,2925
1500000US060014422001,60014422001,1751
1500000US060014422002,60014422002,2415
1500000US060014422003,60014422003,1610
1500000US060014422004,60014422004,1337
1500000US060014423011,60014423011,1626
1500000US060014423012,60014423012,1043
1500000US060014423013,60014423013,2279
1500000US060014423021,60014423021,2132
1500000US060014423022,60014423022,2027
1500000US060014423023,60014423023,1829
1500000US060014424001,60014424001,1147
1500000US060014424002,60014424002,2015
1500000US060014424003,60014424003,1431
1500000US060014424004,60014424004,1909
1500000US060014425001,60014425001,2281
1500000US060014425002,60014425002,1826
1500000US060014425003,60014425003,2293
1500000US060014425004,60014425004,1359
1500000US060014426011,60014426011,1471
1500000US060014426012,60014426012,2590
1500000US060014426021,60014426021,2675
1500000US060014426022,60014426022,2272
1500000US060014427001,60014427001,1109
1500000US060014427002,60014427002,1072
1500000US060014427003,60014427003,844
1500000US060014428001,60014428001,2928
1500000US060014429001,60014429001,2194
1500000US060014429002,60014429002,1252
1500000US060014429003,60014429003,2921
1500000US060014429004,60014429004,1542
1500000US060014430011,60014430011,2814
1500000US060014430021,60014430021,1678
1500000US060014430022,60014430022,2675
1500000US060014430023,60014430023,2469
1500000US060014431021,60014431021,1210
1500000US060014431022,60014431022,857
1500000US060014431023,60014431023,1410
1500000US060014431024,60014431024,1311
1500000US060014431031,60014431031,1097
1500000US060014431032,60014431032,2906
1500000US060014431041,60014431041,1572
1500000US060014431042,60014431042,1321
1500000US060014431043,60014431043,2642
1500000US060014431051,60014431051,1747
1500000US060014431052,60014431052,2746
1500000US060014432001,60014432001,2750
1500000US060014432002,60014432002,1217
1500000US060014433011,60014433011,1152
1500000US060014433012,60014433012,3011
1500000US060014433211,60014433211,782
1500000US060014433212,60014433212,2646
1500000US060014433221,60014433221,1834
1500000US060014433222,60014433222,1362
1500000US060014441001,60014441001,3350
1500000US060014441002,60014441002,1311
1500000US060014441003,60014441003,1691
1500000US060014441004,60014441004,1400
1500000US060014442001,60014442001,1460
1500000US060014442002,60014442002,2889
1500000US060014442003,60014442003,2620
1500000US060014443011,60014443011,2022
1500000US060014443012,60014443012,2142
1500000US060014443021,60014443021,2165
1500000US060014443022,60014443022,2257
1500000US060014444001,60014444001,1096
1500000US060014444002,60014444002,2508
1500000US060014444003,60014444003,1382
1500000US060014445001,60014445001,1129
1500000US060014445002,60014445002,2008
1500000US060014445003,60014445003,1555
1500000US060014445004,60014445004,2662
1500000US060014446011,60014446011,2693
1500000US060014446012,60014446012,2785
1500000US060014446021,60014446021,3088
1500000US060014446022,60014446022,1341
1500000US060014501011,60014501011,5230
1500000US060014501021,60014501021,1274
1500000US060014501022,60014501022,1385
1500000US060014501023,60014501023,3831
1500000US060014502001,60014502001,1614
1500000US060014502002,60014502002,2367
1500000US060014502003,60014502003,2271
1500000US060014503001,60014503001,2186
1500000US060014503002,60014503002,2975
1500000US060014504001,60014504001,1827
1500000US060014504002,60014504002,1463
1500000US060014504003,60014504003,2807
1500000US060014505011,60014505011,739
1500000US060014505012,60014505012,2602
1500000US060014505021,60014505021,2557
1500000US060014505022,60014505022,3007
1500000US060014506011,60014506011,511
1500000US060014506012,60014506012,3194
1500000US060014506021,60014506021,1013
1500000US060014506022,60014506022,1735
1500000US060014506023,60014506023,2587
1500000US060014506024,60014506024,839
1500000US060014506025,60014506025,3775
1500000US060014506031,60014506031,1130
1500000US060014506032,60014506032,673
1500000US060014506033,60014506033,1590
1500000US060014506034,60014506034,1925
1500000US060014506041,60014506041,1371
1500000US060014506042,60014506042,2355
1500000US060014506043,60014506043,1090
1500000US060014506044,60014506044,673
1500000US060014506051,60014506051,1754
1500000US060014506052,60014506052,950
1500000US060014506053,60014506053,1230
1500000US060014506061,60014506061,2354
1500000US060014506062,60014506062,1654
1500000US060014506063,60014506063,2201
1500000US060014506071,60014506071,3797
1500000US060014506072,60014506072,1894
1500000US060014507011,60014507011,1613
1500000US060014507012,60014507012,1091
1500000US060014507013,60014507013,3521
1500000US060014507014,60014507014,2574
1500000US060014507411,60014507411,1756
1500000US060014507412,60014507412,1715
1500000US060014507413,60014507413,1879
1500000US060014507421,60014507421,2021
1500000US060014507422,60014507422,1424
1500000US060014507423,60014507423,1486
1500000US060014507431,60014507431,2281
1500000US060014507432,60014507432,4215
1500000US060014507441,60014507441,3409
1500000US060014507442,60014507442,2521
1500000US060014507451,60014507451,3231
1500000US060014507452,60014507452,2882
1500000US060014507461,60014507461,2696
1500000US060014507462,60014507462,920
1500000US060014507501,60014507501,4844
1500000US060014507511,60014507511,8963
1500000US060014507521,60014507521,5854
1500000US060014511011,60014511011,2473
1500000US060014511012,60014511012,2387
1500000US060014511013,60014511013,1246
1500000US060014511014,60014511014,0
1500000US060014511015,60014511015,1416
1500000US060014511021,60014511021,1041
1500000US060014511022,60014511022,3122
1500000US060014512011,60014512011,3296
1500000US060014512012,60014512012,2534
1500000US060014512013,60014512013,1505
1500000US060014512021,60014512021,2632
1500000US060014512022,60014512022,974
1500000US060014512023,60014512023,1079
1500000US060014513001,60014513001,3099
1500000US060014513002,60014513002,1822
1500000US060014513003,60014513003,2113
1500000US060014514011,60014514011,1307
1500000US060014514012,60014514012,2474
1500000US060014514013,60014514013,2485
1500000US060014514031,60014514031,854
1500000US060014514032,60014514032,1390
1500000US060014514041,60014514041,1646
1500000US060014514042,60014514042,1422
1500000US060014514043,60014514043,3322
1500000US060014515011,60014515011,1828
1500000US060014515012,60014515012,3054
1500000US060014515031,60014515031,3221
1500000US060014515032,60014515032,1289
1500000US060014515033,60014515033,579
1500000US060014515034,60014515034,1068
1500000US060014515041,60014515041,1742
1500000US060014515051,60014515051,1226
1500000US060014515052,60014515052,2208
1500000US060014515061,60014515061,2135
1500000US060014515062,60014515062,1347
1500000US060014516011,60014516011,1416
1500000US060014516012,60014516012,3893
1500000US060014516021,60014516021,2442
1500000US060014516022,60014516022,1147
1500000US060014516023,60014516023,1840
1500000US060014516024,60014516024,1432
1500000US060014517011,60014517011,815
1500000US060014517012,60014517012,1484
1500000US060014517013,60014517013,857
1500000US060014517031,60014517031,1918
1500000US060014517032,60014517032,2575
1500000US060014517041,60014517041,1532
1500000US060014517042,60014517042,2242
1500000US060014517043,60014517043,894
1500000US060019819001,60019819001,58
1500000US060019820001,60019820001,66
1500000US060019832001,60019832001,573
1500000US060019900000,60019900000,0
1500000US060133010001,60133010001,1272
1500000US060133010002,60133010002,1107
1500000US060133010003,60133010003,2405
1500000US060133020051,60133020051,1404
1500000US060133020052,60133020052,2703
1500000US060133020053,60133020053,1805
1500000US060133020054,60133020054,1219
1500000US060133020061,60133020061,1040
1500000US060133020062,60133020062,2833
1500000US060133020071,60133020071,3935
1500000US060133020072,60133020072,3115
1500000US060133020081,60133020081,2832
1500000US060133020082,60133020082,5294
1500000US060133020091,60133020091,3448
1500000US060133020092,60133020092,4098
1500000US060133020101,60133020101,3873
1500000US060133020102,60133020102,2044
1500000US060133020103,60133020103,1382
1500000US060133020104,60133020104,4349
1500000US060133031021,60133031021,6064
1500000US060133031022,60133031022,2866
1500000US060133031031,60133031031,2681
1500000US060133031032,60133031032,3415
1500000US060133031033,60133031033,2261
1500000US060133031034,60133031034,3853
1500000US060133032011,60133032011,3722
1500000US060133032012,60133032012,3055
1500000US060133032013,60133032013,4963
1500000US060133032021,60133032021,830
1500000US060133032022,60133032022,1913
1500000US060133032023,60133032023,2064
1500000US060133032024,60133032024,2404
1500000US060133032031,60133032031,9692
1500000US060133032041,60133032041,1175
1500000US060133032042,60133032042,1184
1500000US060133032043,60133032043,2400
1500000US060133032051,60133032051,4143
1500000US060133032052,60133032052,4717
1500000US060133040011,60133040011,4700
1500000US060133040021,60133040021,1647
1500000US060133040031,60133040031,2265
1500000US060133040032,60133040032,508
1500000US060133040033,60133040033,1285
1500000US060133040041,60133040041,2692
1500000US060133040042,60133040042,1102
1500000US060133040051,60133040051,4781
1500000US060133040052,60133040052,3506
1500000US060133050001,60133050001,1222
1500000US060133050002,60133050002,669
1500000US060133050003,60133050003,894
1500000US060133050004,60133050004,1923
1500000US060133050005,60133050005,1639
1500000US060133060021,60133060021,1213
1500000US060133060022,60133060022,2131
1500000US060133060031,60133060031,1710
1500000US060133060032,60133060032,1883
1500000US060133060033,60133060033,1628
1500000US060133060041,60133060041,2336
1500000US060133060042,60133060042,1425
1500000US060133071011,60133071011,1627
1500000US060133071012,60133071012,1261
1500000US060133071013,60133071013,1647
1500000US060133071021,60133071021,663
1500000US060133071022,60133071022,1151
1500000US060133071023,60133071023,1552
1500000US060133071024,60133071024,1980
1500000US060133072011,60133072011,2134
1500000US060133072012,60133072012,1372
1500000US060133072021,60133072021,1488
1500000US060133072022,60133072022,795
1500000US060133072023,60133072023,1846
1500000US060133072041,60133072041,1282
1500000US060133072042,60133072042,922
1500000US060133072043,60133072043,2033
1500000US060133072051,60133072051,1728
1500000US060133072052,60133072052,1988
1500000US060133072053,60133072053,941
1500000US060133072054,60133072054,2401
1500000US060133080011,60133080011,1370
1500000US060133080012,60133080012,2449
1500000US060133080013,60133080013,1193
1500000US060133080014,60133080014,2696
1500000US060133080021,60133080021,2784
1500000US060133080022,60133080022,1553
1500000US060133090001,60133090001,2752
1500000US060133090002,60133090002,819
1500000US060133100001,60133100001,1604
1500000US060133100002,60133100002,1196
1500000US060133100003,60133100003,3682
1500000US060133110001,60133110001,1319
1500000US060133110002,60133110002,1750
1500000US060133110003,60133110003,2375
1500000US060133120001,60133120001,2215
1500000US060133131011,60133131011,1678
1500000US060133131012,60133131012,1931
1500000US060133131013,60133131013,2416
1500000US060133131014,60133131014,1079
1500000US060133131021,60133131021,2464
1500000US060133131022,60133131022,1651
1500000US060133131031,60133131031,5474
1500000US060133131032,60133131032,1318
1500000US060133131033,60133131033,1723
1500000US060133132031,60133132031,1798
1500000US060133132032,60133132032,639
1500000US060133132033,60133132033,820
1500000US060133132041,60133132041,2585
1500000US060133132042,60133132042,1586
1500000US060133132043,60133132043,1255
1500000US060133132051,60133132051,1749
1500000US060133132061,60133132061,1811
1500000US060133132062,60133132062,2746
1500000US060133132063,60133132063,1610
1500000US060133141021,60133141021,1751
1500000US060133141022,60133141022,1189
1500000US060133141023,60133141023,2799
1500000US060133141031,60133141031,2302
1500000US060133141032,60133141032,1747
1500000US060133141033,60133141033,2260
1500000US060133141041,60133141041,1479
1500000US060133141042,60133141042,4110
1500000US060133141043,60133141043,1151
1500000US060133141044,60133141044,1705
1500000US060133142001,60133142001,2346
1500000US060133142002,60133142002,2938
1500000US060133142003,60133142003,1506
1500000US060133150001,60133150001,1040
1500000US060133150002,60133150002,2628
1500000US060133160001,60133160001,1017
1500000US060133170001,60133170001,1019
1500000US060133170002,60133170002,1281
1500000US060133180001,60133180001,1301
1500000US060133180002,60133180002,1196
1500000US060133180003,60133180003,1380
1500000US060133190001,60133190001,1243
1500000US060133190002,60133190002,1974
1500000US060133190003,60133190003,1851
1500000US060133190004,60133190004,579
1500000US060133190005,60133190005,716
1500000US060133190006,60133190006,1895
1500000US060133200011,60133200011,1717
1500000US060133200012,60133200012,2514
1500000US060133200031,60133200031,2704
1500000US060133200041,60133200041,2869
1500000US060133200042,60133200042,1892
1500000US060133200043,60133200043,1619
1500000US060133211011,60133211011,2490
1500000US060133211012,60133211012,1465
1500000US060133211013,60133211013,1701
1500000US060133211014,60133211014,1250
1500000US060133211021,60133211021,1105
1500000US060133211022,60133211022,1836
1500000US060133211023,60133211023,1643
1500000US060133211024,60133211024,2232
1500000US060133211031,60133211031,1854
1500000US060133211032,60133211032,1812
1500000US060133211033,60133211033,631
1500000US060133212001,60133212001,1554
1500000US060133212002,60133212002,2378
1500000US060133212003,60133212003,1493
1500000US060133220001,60133220001,981
1500000US060133220002,60133220002,571
1500000US060133220003,60133220003,2224
1500000US060133220004,60133220004,1692
1500000US060133220005,60133220005,799
1500000US060133230001,60133230001,1261
1500000US060133230002,60133230002,1102
1500000US060133230003,60133230003,1321
1500000US060133230004,60133230004,898
1500000US060133240011,60133240011,709
1500000US060133240012,60133240012,2051
1500000US060133240013,60133240013,2276
1500000US060133240014,60133240014,625
1500000US060133240021,60133240021,1895
1500000US060133240022,60133240022,1554
1500000US060133240023,60133240023,2154
1500000US060133250001,60133250001,1538
1500000US060133250002,60133250002,846
1500000US060133250003,60133250003,1622
1500000US060133250004,60133250004,1001
1500000US060133250005,60133250005,799
1500000US060133260001,60133260001,2436
1500000US060133260002,60133260002,1101
1500000US060133270001,60133270001,2237
1500000US060133270002,60133270002,573
1500000US060133270003,60133270003,1863
1500000US060133270004,60133270004,1093
1500000US060133270005,60133270005,2044
1500000US060133280001,60133280001,993
1500000US060133280002,60133280002,1542
1500000US060133290001,60133290001,1571
1500000US060133290002,60133290002,1805
1500000US060133290003,60133290003,1216
1500000US060133290004,60133290004,1647
1500000US060133300001,60133300001,1033
1500000US060133300002,60133300002,2173
1500000US060133300003,60133300003,912
1500000US060133300004,60133300004,1505
1500000US060133310001,60133310001,692
1500000US060133310002,60133310002,1349
1500000US060133310003,60133310003,1335
1500000US060133310004,60133310004,911
1500000US060133310005,60133310005,1351
1500000US060133310006,60133310006,1398
1500000US060133320001,60133320001,1723
1500000US060133320002,60133320002,1038
1500000US060133320003,60133320003,1611
1500000US060133320004,60133320004,1385
1500000US060133320005,60133320005,881
1500000US060133320006,60133320006,1143
1500000US060133320007,60133320007,695
1500000US060133331011,60133331011,697
1500000US060133331012,60133331012,2294
1500000US060133331013,60133331013,1454
1500000US060133331021,60133331021,1298
1500000US060133331022,60133331022,1082
1500000US060133331023,60133331023,1916
1500000US060133332001,60133332001,661
1500000US060133332002,60133332002,972
1500000US060133332003,60133332003,1378
1500000US060133332004,60133332004,1621
1500000US060133332005,60133332005,1438
1500000US060133340011,60133340011,1832
1500000US060133340012,60133340012,2333
1500000US060133340041,60133340041,2134
1500000US060133340042,60133340042,2117
1500000US060133340043,60133340043,2158
1500000US060133340044,60133340044,1466
1500000US060133340061,60133340061,818
1500000US060133340062,60133340062,2785
1500000US060133340063,60133340063,1231
1500000US060133342001,60133342001,1710
1500000US060133342002,60133342002,1245
1500000US060133342003,60133342003,2897
1500000US060133342004,60133342004,989
1500000US060133342005,60133342005,968
1500000US060133350001,60133350001,1407
1500000US060133350002,60133350002,1304
1500000US060133350003,60133350003,676
1500000US060133361011,60133361011,1566
1500000US060133361012,60133361012,1847
1500000US060133361013,60133361013,1899
1500000US060133361021,60133361021,1461
1500000US060133361022,60133361022,1937
1500000US060133361023,60133361023,1774
1500000US060133361024,60133361024,2284
1500000US060133362011,60133362011,1801
1500000US060133362012,60133362012,1280
1500000US060133362013,60133362013,1149
1500000US060133362021,60133362021,3143
1500000US060133362022,60133362022,834
1500000US060133362023,60133362023,1982
1500000US060133371001,60133371001,1735
1500000US060133371002,60133371002,1921
1500000US060133372001,60133372001,854
1500000US060133372002,60133372002,2119
1500000US060133372003,60133372003,1049
1500000US060133372004,60133372004,733
1500000US060133372005,60133372005,1643
1500000US060133372006,60133372006,1770
1500000US060133373001,60133373001,1125
1500000US060133373002,60133373002,1169
1500000US060133373003,60133373003,675
1500000US060133373004,60133373004,678
1500000US060133373005,60133373005,1002
1500000US060133373006,60133373006,1370
1500000US060133381011,60133381011,1009
1500000US060133381012,60133381012,776
1500000US060133381013,60133381013,3304
1500000US060133381021,60133381021,1285
1500000US060133381022,60133381022,518
1500000US060133381023,60133381023,1746
1500000US060133382011,60133382011,2420
1500000US060133382012,60133382012,1498
1500000US060133382031,60133382031,2185
1500000US060133382032,60133382032,2428
1500000US060133382033,60133382033,913
1500000US060133382041,60133382041,2217
1500000US060133382042,60133382042,904
1500000US060133382043,60133382043,1326
1500000US060133382044,60133382044,1694
1500000US060133383011,60133383011,1649
1500000US060133383012,60133383012,1282
1500000US060133383021,60133383021,2263
1500000US060133383022,60133383022,1577
1500000US060133383023,60133383023,2309
1500000US060133390011,60133390011,1735
1500000US060133390012,60133390012,1766
1500000US060133390021,60133390021,1477
1500000US060133390022,60133390022,1573
1500000US060133390023,60133390023,2662
1500000US060133390024,60133390024,1385
1500000US060133400011,60133400011,511
1500000US060133400012,60133400012,2332
1500000US060133400013,60133400013,1653
1500000US060133400014,60133400014,1855
1500000US060133400021,60133400021,778
1500000US060133400022,60133400022,801
1500000US060133400023,60133400023,1826
1500000US060133400024,60133400024,1682
1500000US060133400025,60133400025,463
1500000US060133400026,60133400026,1891
1500000US060133410001,60133410001,1411
1500000US060133410002,60133410002,1625
1500000US060133410003,60133410003,2410
1500000US060133430011,60133430011,804
1500000US060133430012,60133430012,617
1500000US060133430013,60133430013,2049
1500000US060133430014,60133430014,1255
1500000US060133430021,60133430021,2088
1500000US060133430022,60133430022,2764
1500000US060133430031,60133430031,2253
1500000US060133430032,60133430032,1620
1500000US060133451011,60133451011,1258
1500000US060133451012,60133451012,2173
1500000US060133451013,60133451013,937
1500000US060133451014,60133451014,1638
1500000US060133451021,60133451021,1096
1500000US060133451022,60133451022,1815
1500000US060133451023,60133451023,862
1500000US060133451031,60133451031,1637
1500000US060133451032,60133451032,1002
1500000US060133451033,60133451033,2259
1500000US060133451051,60133451051,3676
1500000US060133451052,60133451052,1181
1500000US060133451053,60133451053,849
1500000US060133451054,60133451054,1095
1500000US060133451081,60133451081,2207
1500000US060133451082,60133451082,2652
1500000US060133451083,60133451083,1101
1500000US060133451084,60133451084,1400
1500000US060133451111,60133451111,1461
1500000US060133451112,60133451112,3034
1500000US060133451113,60133451113,880
1500000US060133451121,60133451121,2928
1500000US060133451122,60133451122,3089
1500000US060133451131,60133451131,1510
1500000US060133451132,60133451132,2936
1500000US060133451141,60133451141,1406
1500000US060133451142,60133451142,1137
1500000US060133451143,60133451143,3203
1500000US060133451144,60133451144,954
1500000US060133451151,60133451151,3832
1500000US060133451152,60133451152,2014
1500000US060133451161,60133451161,1186
1500000US060133451162,60133451162,1612
1500000US060133452021,60133452021,3879
1500000US060133452022,60133452022,1510
1500000US060133452023,60133452023,2005
1500000US060133452031,60133452031,2613
1500000US060133452032,60133452032,1042
1500000US060133452033,60133452033,1360
1500000US060133452034,60133452034,1920
1500000US060133452041,60133452041,2287
1500000US060133452042,60133452042,1718
1500000US060133461011,60133461011,2237
1500000US060133461012,60133461012,1220
1500000US060133461021,60133461021,2025
1500000US060133461022,60133461022,2918
1500000US060133461023,60133461023,752
1500000US060133462011,60133462011,1411
1500000US060133462012,60133462012,2038
1500000US060133462013,60133462013,3083
1500000US060133462014,60133462014,845
1500000US060133462031,60133462031,2768
1500000US060133462032,60133462032,1009
1500000US060133462041,60133462041,3188
1500000US060133462042,60133462042,2299
1500000US060133462043,60133462043,1957
1500000US060133470001,60133470001,2587
1500000US060133470002,60133470002,1863
1500000US060133470003,60133470003,1776
1500000US060133480001,60133480001,888
1500000US060133480002,60133480002,2257
1500000US060133480003,60133480003,1770
1500000US060133490001,60133490001,2708
1500000US060133490002,60133490002,1498
1500000US060133490003,60133490003,1412
1500000US060133500001,60133500001,1785
1500000US060133500002,60133500002,1082
1500000US060133500003,60133500003,1810
1500000US060133500004,60133500004,1759
1500000US060133511011,60133511011,951
1500000US060133511012,60133511012,448
1500000US060133511013,60133511013,1256
1500000US060133511021,60133511021,1698
1500000US060133511022,60133511022,660
1500000US060133511023,60133511023,1226
1500000US060133511031,60133511031,791
1500000US060133511032,60133511032,1081
1500000US060133512001,60133512001,1417
1500000US060133512002,60133512002,2122
1500000US060133512003,60133512003,2699
1500000US060133521011,60133521011,1538
1500000US060133521012,60133521012,1711
1500000US060133521021,60133521021,1401
1500000US060133521022,60133521022,1011
1500000US060133521023,60133521023,2687
1500000US060133521024,60133521024,712
1500000US060133522011,60133522011,2798
1500000US060133522012,60133522012,1043
1500000US060133522013,60133522013,2129
1500000US060133522021,60133522021,2615
1500000US060133530011,60133530011,1437
1500000US060133530012,60133530012,2536
1500000US060133530021,60133530021,885
1500000US060133530022,60133530022,1421
1500000US060133530023,60133530023,1361
1500000US060133530024,60133530024,863
1500000US060133540011,60133540011,2113
1500000US060133540021,60133540021,2939
1500000US060133540022,60133540022,784
1500000US060133540023,60133540023,1643
1500000US060133540024,60133540024,1614
1500000US060133551071,60133551071,3932
1500000US060133551072,60133551072,1381
1500000US060133551081,60133551081,4411
1500000US060133551082,60133551082,4526
1500000US060133551083,60133551083,4083
1500000US060133551091,60133551091,3898
1500000US060133551092,60133551092,616
1500000US060133551093,60133551093,2955
1500000US060133551101,60133551101,2327
1500000US060133551102,60133551102,1963
1500000US060133551111,60133551111,3571
1500000US060133551112,60133551112,2538
1500000US060133551121,60133551121,1220
1500000US060133551122,60133551122,1706
1500000US060133551123,60133551123,2484
1500000US060133551131,60133551131,1916
1500000US060133551132,60133551132,1876
1500000US060133551133,60133551133,1342
1500000US060133551141,60133551141,1760
1500000US060133551142,60133551142,3030
1500000US060133551143,60133551143,6838
1500000US060133551151,60133551151,7772
1500000US060133551161,60133551161,8105
1500000US060133551171,60133551171,7189
1500000US060133552001,60133552001,2580
1500000US060133552002,60133552002,8147
1500000US060133553011,60133553011,3679
1500000US060133553012,60133553012,1264
1500000US060133553013,60133553013,2025
1500000US060133553014,60133553014,1216
1500000US060133553021,60133553021,960
1500000US060133553022,60133553022,938
1500000US060133553023,60133553023,1600
1500000US060133553041,60133553041,2165
1500000US060133553042,60133553042,1519
1500000US060133553043,60133553043,1092
1500000US060133553044,60133553044,2349
1500000US060133553045,60133553045,1510
1500000US060133553061,60133553061,955
1500000US060133553062,60133553062,1120
1500000US060133553063,60133553063,1047
1500000US060133553064,60133553064,1247
1500000US060133553065,60133553065,858
1500000US060133560011,60133560011,997
1500000US060133560012,60133560012,1387
1500000US060133560013,60133560013,1985
1500000US060133560021,60133560021,2068
1500000US060133560022,60133560022,586
1500000US060133560023,60133560023,441
1500000US060133560024,60133560024,2036
1500000US060133570001,60133570001,891
1500000US060133570002,60133570002,963
1500000US060133570003,60133570003,1347
1500000US060133580001,60133580001,1826
1500000US060133580002,60133580002,905
1500000US060133580003,60133580003,1226
1500000US060133580004,60133580004,1447
1500000US060133580005,60133580005,858
1500000US060133591021,60133591021,1229
1500000US060133591022,60133591022,2680
1500000US060133591023,60133591023,1905
1500000US060133591031,60133591031,1909
1500000US060133591032,60133591032,955
1500000US060133591033,60133591033,2020
1500000US060133591041,60133591041,2005
1500000US060133591051,60133591051,4884
1500000US060133592021,60133592021,2501
1500000US060133592022,60133592022,2335
1500000US060133592023,60133592023,1330
1500000US060133592031,60133592031,1512
1500000US060133592032,60133592032,1259
1500000US060133592033,60133592033,1024
1500000US060133592034,60133592034,2796
1500000US060133592035,60133592035,545
1500000US060133592041,60133592041,998
1500000US060133592042,60133592042,1334
1500000US060133592043,60133592043,2769
1500000US060133601011,60133601011,786
1500000US060133601012,60133601012,1945
1500000US060133601013,60133601013,1913
1500000US060133601021,60133601021,1975
1500000US060133601022,60133601022,1534
1500000US060133601023,60133601023,732
1500000US060133602001,60133602001,1944
1500000US060133602002,60133602002,1683
1500000US060133602003,60133602003,1257
1500000US060133610001,60133610001,1179
1500000US060133610002,60133610002,2282
1500000US060133610003,60133610003,1639
1500000US060133620001,60133620001,1267
1500000US060133620002,60133620002,901
1500000US060133620003,60133620003,1109
1500000US060133630001,60133630001,1499
1500000US060133630002,60133630002,1756
1500000US060133630003,60133630003,2469
1500000US060133630004,60133630004,1226
1500000US060133640021,60133640021,2183
1500000US060133640022,60133640022,2040
1500000US060133640023,60133640023,1661
1500000US060133650021,60133650021,2207
1500000US060133650022,60133650022,1639
1500000US060133650023,60133650023,1911
1500000US060133650031,60133650031,2333
1500000US060133650032,60133650032,1217
1500000US060133650033,60133650033,1635
1500000US060133660011,60133660011,1553
1500000US060133660012,60133660012,2088
1500000US060133660013,60133660013,931
1500000US060133660021,60133660021,1515
1500000US060133660022,60133660022,2188
1500000US060133660023,60133660023,2521
1500000US060133671001,60133671001,2100
1500000US060133671002,60133671002,453
1500000US060133671003,60133671003,1513
1500000US060133671004,60133671004,1061
1500000US060133672001,60133672001,1997
1500000US060133672002,60133672002,2801
1500000US060133672003,60133672003,965
1500000US060133680011,60133680011,1051
1500000US060133680012,60133680012,1619
1500000US060133680013,60133680013,1198
1500000US060133680014,60133680014,1180
1500000US060133680021,60133680021,1784
1500000US060133680022,60133680022,1843
1500000US060133690011,60133690011,1700
1500000US060133690012,60133690012,2234
1500000US060133690013,60133690013,1728
1500000US060133690014,60133690014,1761
1500000US060133690021,60133690021,1064
1500000US060133690022,60133690022,701
1500000US060133690023,60133690023,928
1500000US060133700001,60133700001,1530
1500000US060133700002,60133700002,621
1500000US060133700003,60133700003,643
1500000US060133710001,60133710001,1297
1500000US060133710002,60133710002,798
1500000US060133710003,60133710003,1287
1500000US060133710004,60133710004,1035
1500000US060133710005,60133710005,1176
1500000US060133710006,60133710006,420
1500000US060133720001,60133720001,891
1500000US060133720002,60133720002,1183
1500000US060133720003,60133720003,834
1500000US060133720004,60133720004,1296
1500000US060133720005,60133720005,1222
1500000US060133720006,60133720006,1105
1500000US060133720007,60133720007,948
1500000US060133730001,60133730001,2451
1500000US060133730002,60133730002,837
1500000US060133730003,60133730003,1021
1500000US060133740001,60133740001,1107
1500000US060133740002,60133740002,1223
1500000US060133740003,60133740003,677
1500000US060133740004,60133740004,1655
1500000US060133750001,60133750001,2390
1500000US060133750002,60133750002,1466
1500000US060133750003,60133750003,934
1500000US060133760001,60133760001,1089
1500000US060133760002,60133760002,2533
1500000US060133760003,60133760003,1003
1500000US060133760004,60133760004,1057
1500000US060133770001,60133770001,494
1500000US060133770002,60133770002,977
1500000US060133770003,60133770003,1322
1500000US060133770004,60133770004,2982
1500000US060133770005,60133770005,1288
1500000US060133780001,60133780001,1660
1500000US060133780002,60133780002,1533
1500000US060133790001,60133790001,1262
1500000US060133790002,60133790002,1425
1500000US060133790003,60133790003,1176
1500000US060133790004,60133790004,2650
1500000US060133800001,60133800001,3337
1500000US060133800002,60133800002,1144
1500000US060133800003,60133800003,1669
1500000US060133810001,60133810001,1344
1500000US060133810002,60133810002,1254
1500000US060133810003,60133810003,2218
1500000US060133810004,60133810004,1058
1500000US060133810005,60133810005,690
1500000US060133820001,60133820001,780
1500000US060133820002,60133820002,3351
1500000US060133820003,60133820003,2047
1500000US060133820004,60133820004,1412
1500000US060133830001,60133830001,1503
1500000US060133830002,60133830002,1363
1500000US060133830003,60133830003,1728
1500000US060133840001,60133840001,832
1500000US060133840002,60133840002,1058
1500000US060133840003,60133840003,1214
1500000US060133840004,60133840004,950
1500000US060133851001,60133851001,1998
1500000US060133851002,60133851002,983
1500000US060133852001,60133852001,601
1500000US060133852002,60133852002,556
1500000US060133860001,60133860001,754
1500000US060133860002,60133860002,791
1500000US060133860003,60133860003,660
1500000US060133860004,60133860004,1485
1500000US060133870001,60133870001,919
1500000US060133870002,60133870002,1020
1500000US060133870003,60133870003,1019
