GEO,GEOID2,MMHI,error
1500000US060014368001,60014368001,65938,12556
1500000US060014368002,60014368002,98929,15202
1500000US060014369001,60014369001,61535,7319
1500000US060014369002,60014369002,66413,18057
1500000US060014369003,60014369003,79063,28367
1500000US060014369004,60014369004,61205,13341
1500000US060014370001,60014370001,60938,29498
1500000US060014370002,60014370002,100893,26341
1500000US060014370003,60014370003,76518,13345
1500000US060014371011,60014371011,163542,35954
1500000US060014371012,60014371012,81534,20345
1500000US060014371013,60014371013,54390,17879
1500000US060014371021,60014371021,45039,29803
1500000US060014371022,60014371022,93092,14985
1500000US060014371023,60014371023,90875,12524
1500000US060014372001,60014372001,65625,34498
1500000US060014372002,60014372002,163382,46691
1500000US060014372003,60014372003,72386,44589
1500000US060014372004,60014372004,86907,7192
1500000US060014373001,60014373001,86528,29881
1500000US060014373002,60014373002,66719,30611
1500000US060014373003,60014373003,92708,62635
1500000US060014374001,60014374001,83194,10593
1500000US060014374002,60014374002,73269,11971
1500000US060014375001,60014375001,54196,12186
1500000US060014375002,60014375002,61719,21103
1500000US060014376001,60014376001,60089,11055
1500000US060014376002,60014376002,89688,23883
1500000US060014377011,60014377011,-,**
1500000US060014377012,60014377012,60493,2599
1500000US060014377013,60014377013,41957,25887
1500000US060014377021,60014377021,55026,10423
1500000US060014377022,60014377022,61771,7474
1500000US060014378001,60014378001,90984,6059
1500000US060014378002,60014378002,75833,60910
1500000US060014379001,60014379001,79018,8768
1500000US060014379002,60014379002,72989,24211
1500000US060014380001,60014380001,87014,15859
1500000US060014380002,60014380002,91477,40656
1500000US060014381001,60014381001,137132,31110
1500000US060014381002,60014381002,117952,59308
1500000US060014381003,60014381003,67946,20630
1500000US060014381004,60014381004,94522,41366
1500000US060014381005,60014381005,105172,22120
1500000US060014381006,60014381006,81322,11320
1500000US060014382011,60014382011,76458,52343
1500000US060014382012,60014382012,57604,6185
1500000US060014382013,60014382013,77188,31239
1500000US060014382031,60014382031,69306,18127
1500000US060014382032,60014382032,69844,30317
1500000US060014382041,60014382041,75924,16865
1500000US060014382042,60014382042,70114,23309
1500000US060014382043,60014382043,78906,18279
1500000US060014383001,60014383001,80357,20990
1500000US060014383002,60014383002,66094,16014
1500000US060014383003,60014383003,78333,11655
1500000US060014384001,60014384001,83021,26260
1500000US060014384002,60014384002,78816,10405
1500000US060014401001,60014401001,78292,9831
1500000US060014402001,60014402001,73203,19453
1500000US060014402002,60014402002,56384,5733
1500000US060014402003,60014402003,76081,17122
1500000US060014402004,60014402004,60647,12229
1500000US060014403011,60014403011,48660,9346
1500000US060014403012,60014403012,88649,36055
1500000US060014403013,60014403013,151250,47336
1500000US060014403014,60014403014,93438,16603
1500000US060014403041,60014403041,80278,27468
1500000US060014403042,60014403042,83056,26714
1500000US060014403043,60014403043,115441,42277
1500000US060014403051,60014403051,102375,40892
1500000US060014403052,60014403052,126042,22087
1500000US060014403053,60014403053,115227,32065
1500000US060014403061,60014403061,81490,8389
1500000US060014403062,60014403062,80000,18304
1500000US060014403071,60014403071,41406,12596
1500000US060014403072,60014403072,105556,32573
1500000US060014403073,60014403073,112813,56845
1500000US060014403081,60014403081,89426,39309
1500000US060014403082,60014403082,98750,50549
1500000US060014403083,60014403083,93813,33715
1500000US060014403084,60014403084,68421,34348
1500000US060014403311,60014403311,103750,30155
1500000US060014403312,60014403312,74125,15269
1500000US060014403321,60014403321,156190,11191
1500000US060014403322,60014403322,166313,13936
1500000US060014403331,60014403331,162685,15185
1500000US060014403332,60014403332,106250,19436
1500000US060014403341,60014403341,116845,9214
1500000US060014403342,60014403342,107348,14945
1500000US060014403351,60014403351,187045,19046
1500000US060014403352,60014403352,93703,9823
1500000US060014403361,60014403361,79688,18012
1500000US060014403362,60014403362,103021,17000
1500000US060014411001,60014411001,89007,10856
1500000US060014411002,60014411002,133977,50585
1500000US060014412001,60014412001,78229,21629
1500000US060014412002,60014412002,120978,25029
1500000US060014412003,60014412003,162862,13323
1500000US060014413011,60014413011,174861,80444
1500000US060014413012,60014413012,120417,20022
1500000US060014413021,60014413021,146215,15298
1500000US060014413022,60014413022,84583,46747
1500000US060014413023,60014413023,74444,70380
1500000US060014413024,60014413024,111875,34472
1500000US060014414011,60014414011,111250,43530
1500000US060014414012,60014414012,103421,42145
1500000US060014414013,60014414013,116438,73764
1500000US060014414014,60014414014,140000,29379
1500000US060014414021,60014414021,149286,17157
1500000US060014414022,60014414022,124630,17192
1500000US060014414023,60014414023,134875,47100
1500000US060014415011,60014415011,154659,19460
1500000US060014415012,60014415012,127768,18385
1500000US060014415031,60014415031,144815,26057
1500000US060014415032,60014415032,176429,41475
1500000US060014415211,60014415211,155303,24469
1500000US060014415212,60014415212,176250,31889
1500000US060014415213,60014415213,126094,34646
1500000US060014415214,60014415214,66134,7837
1500000US060014415221,60014415221,176250,58106
1500000US060014415222,60014415222,83075,13342
1500000US060014415223,60014415223,98393,48243
1500000US060014415231,60014415231,114743,10589
1500000US060014415232,60014415232,135556,26293
1500000US060014415233,60014415233,176466,14249
1500000US060014415241,60014415241,133250,50070
1500000US060014415242,60014415242,155540,31764
1500000US060014416011,60014416011,161429,73746
1500000US060014416012,60014416012,94750,39185
1500000US060014416013,60014416013,116818,30689
1500000US060014416021,60014416021,104545,33247
1500000US060014416022,60014416022,117885,39229
1500000US060014416023,60014416023,77898,36449
1500000US060014416024,60014416024,167222,67002
1500000US060014417001,60014417001,106122,22367
1500000US060014417002,60014417002,151597,34485
1500000US060014417003,60014417003,98107,9802
1500000US060014417004,60014417004,104258,17278
1500000US060014418001,60014418001,93188,24954
1500000US060014418002,60014418002,102333,27246
1500000US060014418003,60014418003,139766,55146
1500000US060014418004,60014418004,199118,62965
1500000US060014419211,60014419211,160583,55890
1500000US060014419212,60014419212,122893,17889
1500000US060014419231,60014419231,49805,17635
1500000US060014419232,60014419232,102083,34861
1500000US060014419233,60014419233,96875,21281
1500000US060014419241,60014419241,155982,23273
1500000US060014419242,60014419242,123966,13516
1500000US060014419243,60014419243,113776,11424
1500000US060014419244,60014419244,125192,63716
1500000US060014419251,60014419251,123734,10565
1500000US060014419252,60014419252,108750,18629
1500000US060014419261,60014419261,88357,10410
1500000US060014419262,60014419262,89342,8418
1500000US060014419271,60014419271,100107,5289
1500000US060014419272,60014419272,119219,44665
1500000US060014420001,60014420001,146150,22553
1500000US060014420002,60014420002,218000,51680
1500000US060014421001,60014421001,157375,32958
1500000US060014421002,60014421002,188125,35049
1500000US060014422001,60014422001,145197,48751
1500000US060014422002,60014422002,179041,28352
1500000US060014422003,60014422003,143571,37601
1500000US060014422004,60014422004,155938,45741
1500000US060014423011,60014423011,107188,35464
1500000US060014423012,60014423012,81010,20146
1500000US060014423013,60014423013,98060,18947
1500000US060014423021,60014423021,95132,17047
1500000US060014423022,60014423022,60682,36866
1500000US060014423023,60014423023,80625,22959
1500000US060014424001,60014424001,98438,11422
1500000US060014424002,60014424002,112537,27655
1500000US060014424003,60014424003,110913,28806
1500000US060014424004,60014424004,123173,31639
1500000US060014425001,60014425001,103306,25631
1500000US060014425002,60014425002,78819,32066
1500000US060014425003,60014425003,79821,25575
1500000US060014425004,60014425004,100710,17902
1500000US060014426011,60014426011,135536,25394
1500000US060014426012,60014426012,137404,32437
1500000US060014426021,60014426021,76944,37347
1500000US060014426022,60014426022,154792,17848
1500000US060014427001,60014427001,124500,18441
1500000US060014427002,60014427002,97464,37152
1500000US060014427003,60014427003,131528,59651
1500000US060014428001,60014428001,102788,7297
1500000US060014429001,60014429001,112583,24852
1500000US060014429002,60014429002,92283,42150
1500000US060014429003,60014429003,91951,12475
1500000US060014429004,60014429004,138944,46256
1500000US060014430011,60014430011,102111,6574
1500000US060014430021,60014430021,62431,20256
1500000US060014430022,60014430022,103275,15740
1500000US060014430023,60014430023,104375,10568
1500000US060014431021,60014431021,218478,10326
1500000US060014431022,60014431022,159605,21358
1500000US060014431023,60014431023,166897,68188
1500000US060014431024,60014431024,147955,20968
1500000US060014431031,60014431031,239250,61339
1500000US060014431032,60014431032,222986,34014
1500000US060014431041,60014431041,139924,26437
1500000US060014431042,60014431042,128125,22133
1500000US060014431043,60014431043,150197,38910
1500000US060014431051,60014431051,152054,14868
1500000US060014431052,60014431052,165977,21463
1500000US060014432001,60014432001,218571,28433
1500000US060014432002,60014432002,"250,000+",***
1500000US060014433011,60014433011,146188,48626
1500000US060014433012,60014433012,148229,15522
1500000US060014433211,60014433211,126648,10360
1500000US060014433212,60014433212,117162,13223
1500000US060014433221,60014433221,151974,17621
1500000US060014433222,60014433222,138750,26154
1500000US060014441001,60014441001,115313,21506
1500000US060014441002,60014441002,129167,43725
1500000US060014441003,60014441003,90677,24615
1500000US060014441004,60014441004,100000,60031
1500000US060014442001,60014442001,115938,52621
1500000US060014442002,60014442002,108906,30348
1500000US060014442003,60014442003,93194,18570
1500000US060014443011,60014443011,98321,5897
1500000US060014443012,60014443012,127273,20022
1500000US060014443021,60014443021,74306,25737
1500000US060014443022,60014443022,88548,25217
1500000US060014444001,60014444001,83580,14482
1500000US060014444002,60014444002,89943,15746
1500000US060014444003,60014444003,78929,25371
1500000US060014445001,60014445001,100938,55069
1500000US060014445002,60014445002,105096,25180
1500000US060014445003,60014445003,72778,17229
1500000US060014445004,60014445004,87609,28590
1500000US060014446011,60014446011,104167,26380
1500000US060014446012,60014446012,120000,28024
1500000US060014446021,60014446021,111125,15528
1500000US060014446022,60014446022,89426,23373
1500000US060014501011,60014501011,134005,12910
1500000US060014501021,60014501021,94432,76504
1500000US060014501022,60014501022,-,**
1500000US060014501023,60014501023,165053,21327
1500000US060014502001,60014502001,111500,16058
1500000US060014502002,60014502002,126250,16218
1500000US060014502003,60014502003,107250,56115
1500000US060014503001,60014503001,124813,20397
1500000US060014503002,60014503002,110197,11252
1500000US060014504001,60014504001,89732,15982
1500000US060014504002,60014504002,103684,6531
1500000US060014504003,60014504003,84363,27390
1500000US060014505011,60014505011,140500,57485
1500000US060014505012,60014505012,125050,18692
1500000US060014505021,60014505021,149524,27405
1500000US060014505022,60014505022,163036,18692
1500000US060014506011,60014506011,101250,25746
1500000US060014506012,60014506012,134750,33911
1500000US060014506021,60014506021,143250,87695
1500000US060014506022,60014506022,160547,37924
1500000US060014506023,60014506023,140313,16276
1500000US060014506024,60014506024,130735,54517
1500000US060014506025,60014506025,155037,33746
1500000US060014506031,60014506031,121389,14473
1500000US060014506032,60014506032,121071,42635
1500000US060014506033,60014506033,140455,21765
1500000US060014506034,60014506034,157500,41490
1500000US060014506041,60014506041,191205,20546
1500000US060014506042,60014506042,104032,21575
1500000US060014506043,60014506043,173393,30172
1500000US060014506044,60014506044,185240,65237
1500000US060014506051,60014506051,130511,9001
1500000US060014506052,60014506052,156518,32279
1500000US060014506053,60014506053,103333,28953
1500000US060014506061,60014506061,171736,33515
1500000US060014506062,60014506062,217639,8764
1500000US060014506063,60014506063,151250,33078
1500000US060014506071,60014506071,76597,37069
1500000US060014506072,60014506072,91332,18024
1500000US060014507011,60014507011,82044,15629
1500000US060014507012,60014507012,-,**
1500000US060014507013,60014507013,225273,30953
1500000US060014507014,60014507014,246125,41494
1500000US060014507411,60014507411,123497,11284
1500000US060014507412,60014507412,92813,56586
1500000US060014507413,60014507413,163219,25950
1500000US060014507421,60014507421,121563,14467
1500000US060014507422,60014507422,169625,30560
1500000US060014507423,60014507423,133594,83916
1500000US060014507431,60014507431,159242,13644
1500000US060014507432,60014507432,103967,12366
1500000US060014507441,60014507441,137697,16409
1500000US060014507442,60014507442,136944,24052
1500000US060014507451,60014507451,184432,31403
1500000US060014507452,60014507452,117064,38352
1500000US060014507461,60014507461,111063,24636
1500000US060014507462,60014507462,150134,74054
1500000US060014507501,60014507501,107306,14201
1500000US060014507511,60014507511,194417,20297
1500000US060014507521,60014507521,195250,20968
1500000US060014511011,60014511011,171209,45485
1500000US060014511012,60014511012,127283,12680
1500000US060014511013,60014511013,97917,28399
1500000US060014511014,60014511014,-,**
1500000US060014511015,60014511015,221827,92042
1500000US060014511021,60014511021,163750,24578
1500000US060014511022,60014511022,197143,27294
1500000US060014512011,60014512011,93068,15850
1500000US060014512012,60014512012,105929,30719
1500000US060014512013,60014512013,67227,22965
1500000US060014512021,60014512021,134435,13335
1500000US060014512022,60014512022,108536,22935
1500000US060014512023,60014512023,116250,32237
1500000US060014513001,60014513001,115347,25116
1500000US060014513002,60014513002,102452,21432
1500000US060014513003,60014513003,119931,86564
1500000US060014514011,60014514011,75379,46398
1500000US060014514012,60014514012,159828,38985
1500000US060014514013,60014514013,54750,37588
1500000US060014514031,60014514031,95333,9643
1500000US060014514032,60014514032,117679,16790
1500000US060014514041,60014514041,114712,34085
1500000US060014514042,60014514042,76442,30615
1500000US060014514043,60014514043,49750,10889
1500000US060014515011,60014515011,71134,13893
1500000US060014515012,60014515012,170550,29336
1500000US060014515031,60014515031,114063,17095
1500000US060014515032,60014515032,62875,42633
1500000US060014515033,60014515033,91797,77271
1500000US060014515034,60014515034,-,**
1500000US060014515041,60014515041,114671,17978
1500000US060014515051,60014515051,174625,53503
1500000US060014515052,60014515052,143088,24965
1500000US060014515061,60014515061,101908,19811
1500000US060014515062,60014515062,47399,16517
1500000US060014516011,60014516011,100556,40438
1500000US060014516012,60014516012,161250,35248
1500000US060014516021,60014516021,50769,8657
1500000US060014516022,60014516022,81705,36616
1500000US060014516023,60014516023,157438,29231
1500000US060014516024,60014516024,138333,83553
1500000US060014517011,60014517011,122500,54999
1500000US060014517012,60014517012,109338,25833
1500000US060014517013,60014517013,136667,44412
1500000US060014517031,60014517031,95574,11425
1500000US060014517032,60014517032,156250,24558
1500000US060014517041,60014517041,119375,46304
1500000US060014517042,60014517042,131023,24689
1500000US060014517043,60014517043,68224,15132
1500000US060019819001,60019819001,108036,18578
1500000US060019820001,60019820001,124063,62515
1500000US060019832001,60019832001,159044,14821
1500000US060019900000,60019900000,-,**
1500000US060133010001,60133010001,41250,15724
1500000US060133010002,60133010002,-,**
1500000US060133010003,60133010003,105676,29146
1500000US060133020051,60133020051,20417,8368
1500000US060133020052,60133020052,69883,33418
1500000US060133020053,60133020053,68906,37433
1500000US060133020054,60133020054,69167,13512
1500000US060133020061,60133020061,91875,30831
1500000US060133020062,60133020062,95793,10324
1500000US060133020071,60133020071,86789,19557
1500000US060133020072,60133020072,54737,18758
1500000US060133020081,60133020081,85699,27196
1500000US060133020082,60133020082,97342,14430
1500000US060133020091,60133020091,99654,12904
1500000US060133020092,60133020092,96750,24339
1500000US060133020101,60133020101,117199,11745
1500000US060133020102,60133020102,72667,10780
1500000US060133020103,60133020103,130745,14078
1500000US060133020104,60133020104,135912,17050
1500000US060133031021,60133031021,138221,35532
1500000US060133031022,60133031022,90170,45034
1500000US060133031031,60133031031,80156,27671
1500000US060133031032,60133031032,59645,28311
1500000US060133031033,60133031033,53264,17078
1500000US060133031034,60133031034,89022,16759
1500000US060133032011,60133032011,96429,28868
1500000US060133032012,60133032012,93715,31366
1500000US060133032013,60133032013,119881,37141
1500000US060133032021,60133032021,46605,8807
1500000US060133032022,60133032022,86469,45151
1500000US060133032023,60133032023,124464,39690
1500000US060133032024,60133032024,128155,26560
1500000US060133032031,60133032031,117128,15193
1500000US060133032041,60133032041,40368,17694
1500000US060133032042,60133032042,61250,20013
1500000US060133032043,60133032043,98452,14665
1500000US060133032051,60133032051,64053,16095
1500000US060133032052,60133032052,114092,17508
1500000US060133040011,60133040011,117917,22889
1500000US060133040021,60133040021,68750,23796
1500000US060133040031,60133040031,91250,39767
1500000US060133040032,60133040032,98864,46491
1500000US060133040033,60133040033,135521,30691
1500000US060133040041,60133040041,121739,17910
1500000US060133040042,60133040042,105313,24226
1500000US060133040051,60133040051,105000,20066
1500000US060133040052,60133040052,130219,25080
1500000US060133050001,60133050001,41585,12888
1500000US060133050002,60133050002,33688,23180
1500000US060133050003,60133050003,75531,39777
1500000US060133050004,60133050004,70809,26829
1500000US060133050005,60133050005,35556,20219
1500000US060133060021,60133060021,75547,19483
1500000US060133060022,60133060022,76563,25641
1500000US060133060031,60133060031,43750,19487
1500000US060133060032,60133060032,59727,42427
1500000US060133060033,60133060033,50739,11715
1500000US060133060041,60133060041,56484,17523
1500000US060133060042,60133060042,66500,34381
1500000US060133071011,60133071011,60446,29715
1500000US060133071012,60133071012,71098,16120
1500000US060133071013,60133071013,76979,37113
1500000US060133071021,60133071021,54524,8825
1500000US060133071022,60133071022,25795,3736
1500000US060133071023,60133071023,33956,5031
1500000US060133071024,60133071024,67675,13526
1500000US060133072011,60133072011,55246,6151
1500000US060133072012,60133072012,36196,13557
1500000US060133072021,60133072021,34261,4989
1500000US060133072022,60133072022,23784,12386
1500000US060133072023,60133072023,43276,8764
1500000US060133072041,60133072041,61853,4504
1500000US060133072042,60133072042,44875,22343
1500000US060133072043,60133072043,70500,13694
1500000US060133072051,60133072051,18985,5815
1500000US060133072052,60133072052,41473,22091
1500000US060133072053,60133072053,71567,9501
1500000US060133072054,60133072054,92755,50702
1500000US060133080011,60133080011,56923,36516
1500000US060133080012,60133080012,97148,5892
1500000US060133080013,60133080013,45350,17424
1500000US060133080014,60133080014,40600,37084
1500000US060133080021,60133080021,100461,18526
1500000US060133080022,60133080022,94185,24583
1500000US060133090001,60133090001,60329,13010
1500000US060133090002,60133090002,73000,30544
1500000US060133100001,60133100001,54526,10672
1500000US060133100002,60133100002,48571,20526
1500000US060133100003,60133100003,52134,8043
1500000US060133110001,60133110001,52875,29521
1500000US060133110002,60133110002,48798,12976
1500000US060133110003,60133110003,59313,12732
1500000US060133120001,60133120001,34239,9956
1500000US060133131011,60133131011,71060,10439
1500000US060133131012,60133131012,29702,14769
1500000US060133131013,60133131013,35404,10893
1500000US060133131014,60133131014,50227,11010
1500000US060133131021,60133131021,55903,15751
1500000US060133131022,60133131022,79479,26084
1500000US060133131031,60133131031,90907,6394
1500000US060133131032,60133131032,104559,42830
1500000US060133131033,60133131033,64239,54182
1500000US060133132031,60133132031,81574,7417
1500000US060133132032,60133132032,75526,19748
1500000US060133132033,60133132033,88125,42743
1500000US060133132041,60133132041,54000,15192
1500000US060133132042,60133132042,116071,24433
1500000US060133132043,60133132043,58300,8154
1500000US060133132051,60133132051,83281,11583
1500000US060133132061,60133132061,73958,23678
1500000US060133132062,60133132062,46250,12348
1500000US060133132063,60133132063,85000,11214
1500000US060133141021,60133141021,66696,11851
1500000US060133141022,60133141022,59792,19867
1500000US060133141023,60133141023,48173,8682
1500000US060133141031,60133141031,41065,6301
1500000US060133141032,60133141032,63750,20521
1500000US060133141033,60133141033,37214,10308
1500000US060133141041,60133141041,47679,27802
1500000US060133141042,60133141042,36875,22130
1500000US060133141043,60133141043,53393,15328
1500000US060133141044,60133141044,35815,5677
1500000US060133142001,60133142001,43338,5089
1500000US060133142002,60133142002,42153,32754
1500000US060133142003,60133142003,61786,14561
1500000US060133150001,60133150001,80511,40827
1500000US060133150002,60133150002,91979,19467
1500000US060133160001,60133160001,31042,15285
1500000US060133170001,60133170001,83090,27004
1500000US060133170002,60133170002,70192,23160
1500000US060133180001,60133180001,78013,11818
1500000US060133180002,60133180002,82672,28341
1500000US060133180003,60133180003,77125,21089
1500000US060133190001,60133190001,116708,33862
1500000US060133190002,60133190002,90625,29902
1500000US060133190003,60133190003,80250,13303
1500000US060133190004,60133190004,74671,40079
1500000US060133190005,60133190005,75929,20223
1500000US060133190006,60133190006,79595,17712
1500000US060133200011,60133200011,74821,24266
1500000US060133200012,60133200012,80278,24329
1500000US060133200031,60133200031,124250,16073
1500000US060133200041,60133200041,97708,30910
1500000US060133200042,60133200042,72353,26122
1500000US060133200043,60133200043,112276,36971
1500000US060133211011,60133211011,120655,18569
1500000US060133211012,60133211012,73886,24091
1500000US060133211013,60133211013,73859,33178
1500000US060133211014,60133211014,101628,22739
1500000US060133211021,60133211021,138036,41719
1500000US060133211022,60133211022,137692,30564
1500000US060133211023,60133211023,139490,13609
1500000US060133211024,60133211024,106635,17529
1500000US060133211031,60133211031,112031,21057
1500000US060133211032,60133211032,130583,17821
1500000US060133211033,60133211033,116953,22061
1500000US060133212001,60133212001,83235,22467
1500000US060133212002,60133212002,80327,19826
1500000US060133212003,60133212003,61180,11970
1500000US060133220001,60133220001,95536,22045
1500000US060133220002,60133220002,98487,69436
1500000US060133220003,60133220003,110565,22137
1500000US060133220004,60133220004,127292,51578
1500000US060133220005,60133220005,146346,66926
1500000US060133230001,60133230001,109028,25057
1500000US060133230002,60133230002,151833,38702
1500000US060133230003,60133230003,95227,23912
1500000US060133230004,60133230004,66223,6439
1500000US060133240011,60133240011,87404,65073
1500000US060133240012,60133240012,63304,6156
1500000US060133240013,60133240013,99883,11862
1500000US060133240014,60133240014,130515,77789
1500000US060133240021,60133240021,90797,18278
1500000US060133240022,60133240022,139250,26344
1500000US060133240023,60133240023,96974,11237
1500000US060133250001,60133250001,80806,15949
1500000US060133250002,60133250002,50042,38284
1500000US060133250003,60133250003,136087,55915
1500000US060133250004,60133250004,129077,34376
1500000US060133250005,60133250005,102366,57089
1500000US060133260001,60133260001,134141,39874
1500000US060133260002,60133260002,119719,18232
1500000US060133270001,60133270001,50333,6196
1500000US060133270002,60133270002,47852,34048
1500000US060133270003,60133270003,96473,32095
1500000US060133270004,60133270004,91071,33838
1500000US060133270005,60133270005,42010,7663
1500000US060133280001,60133280001,17060,4480
1500000US060133280002,60133280002,50050,13930
1500000US060133290001,60133290001,93608,39419
1500000US060133290002,60133290002,100383,21329
1500000US060133290003,60133290003,84402,25508
1500000US060133290004,60133290004,63611,29477
1500000US060133300001,60133300001,77813,11499
1500000US060133300002,60133300002,90260,19042
1500000US060133300003,60133300003,82083,43803
1500000US060133300004,60133300004,70821,10653
1500000US060133310001,60133310001,87303,63315
1500000US060133310002,60133310002,64732,18977
1500000US060133310003,60133310003,55469,9849
1500000US060133310004,60133310004,68684,50523
1500000US060133310005,60133310005,89861,22153
1500000US060133310006,60133310006,68649,16942
1500000US060133320001,60133320001,110455,9814
1500000US060133320002,60133320002,115203,9253
1500000US060133320003,60133320003,99643,37950
1500000US060133320004,60133320004,136957,24732
1500000US060133320005,60133320005,122147,31332
1500000US060133320006,60133320006,62438,24213
1500000US060133320007,60133320007,39292,5920
1500000US060133331011,60133331011,81579,29538
1500000US060133331012,60133331012,88464,15674
1500000US060133331013,60133331013,102692,14362
1500000US060133331021,60133331021,120689,9128
1500000US060133331022,60133331022,94643,23412
1500000US060133331023,60133331023,79628,9508
1500000US060133332001,60133332001,91328,75483
1500000US060133332002,60133332002,110625,28477
1500000US060133332003,60133332003,98542,7309
1500000US060133332004,60133332004,106141,25173
1500000US060133332005,60133332005,74141,35764
1500000US060133340011,60133340011,65694,22082
1500000US060133340012,60133340012,95542,15296
1500000US060133340041,60133340041,57558,11874
1500000US060133340042,60133340042,101346,11734
1500000US060133340043,60133340043,45203,12012
1500000US060133340044,60133340044,102174,44067
1500000US060133340061,60133340061,107632,17555
1500000US060133340062,60133340062,122111,19933
1500000US060133340063,60133340063,107083,46613
1500000US060133342001,60133342001,170357,43782
1500000US060133342002,60133342002,217845,70911
1500000US060133342003,60133342003,134167,67982
1500000US060133342004,60133342004,"250,000+",***
1500000US060133342005,60133342005,150463,114134
1500000US060133350001,60133350001,75078,16915
1500000US060133350002,60133350002,76750,28043
1500000US060133350003,60133350003,86971,26494
1500000US060133361011,60133361011,43235,22397
1500000US060133361012,60133361012,63649,20144
1500000US060133361013,60133361013,51667,37264
1500000US060133361021,60133361021,36490,18262
1500000US060133361022,60133361022,46676,14010
1500000US060133361023,60133361023,36186,10165
1500000US060133361024,60133361024,43792,9961
1500000US060133362011,60133362011,55033,6004
1500000US060133362012,60133362012,68281,23470
1500000US060133362013,60133362013,53646,38758
1500000US060133362021,60133362021,46471,3932
1500000US060133362022,60133362022,53750,30527
1500000US060133362023,60133362023,31713,9215
1500000US060133371001,60133371001,111169,14262
1500000US060133371002,60133371002,86333,20588
1500000US060133372001,60133372001,-,**
1500000US060133372002,60133372002,66021,12598
1500000US060133372003,60133372003,53656,12870
1500000US060133372004,60133372004,93778,9717
1500000US060133372005,60133372005,93529,29089
1500000US060133372006,60133372006,84861,15857
1500000US060133373001,60133373001,115083,27352
1500000US060133373002,60133373002,103191,29721
1500000US060133373003,60133373003,71324,71154
1500000US060133373004,60133373004,118616,36147
1500000US060133373005,60133373005,138452,41731
1500000US060133373006,60133373006,140238,79962
1500000US060133381011,60133381011,92891,39115
1500000US060133381012,60133381012,130208,33000
1500000US060133381013,60133381013,54891,9131
1500000US060133381021,60133381021,87768,20481
1500000US060133381022,60133381022,101250,43311
1500000US060133381023,60133381023,130481,21044
1500000US060133382011,60133382011,107161,7093
1500000US060133382012,60133382012,94155,32747
1500000US060133382031,60133382031,103486,20944
1500000US060133382032,60133382032,92746,26974
1500000US060133382033,60133382033,153073,93075
1500000US060133382041,60133382041,82016,11493
1500000US060133382042,60133382042,90611,17474
1500000US060133382043,60133382043,103125,14437
1500000US060133382044,60133382044,123173,28829
1500000US060133383011,60133383011,165074,52027
1500000US060133383012,60133383012,101328,36027
1500000US060133383021,60133383021,165313,29842
1500000US060133383022,60133383022,208250,69603
1500000US060133383023,60133383023,121983,45748
1500000US060133390011,60133390011,81045,6859
1500000US060133390012,60133390012,75664,11266
1500000US060133390021,60133390021,62594,13935
1500000US060133390022,60133390022,76447,36002
1500000US060133390023,60133390023,70000,21066
1500000US060133390024,60133390024,140357,65887
1500000US060133400011,60133400011,116100,107504
1500000US060133400012,60133400012,63750,20778
1500000US060133400013,60133400013,57083,20239
1500000US060133400014,60133400014,-,**
1500000US060133400021,60133400021,94412,29447
1500000US060133400022,60133400022,133125,71290
1500000US060133400023,60133400023,122130,43333
1500000US060133400024,60133400024,208934,34444
1500000US060133400025,60133400025,139338,84848
1500000US060133400026,60133400026,122917,38507
1500000US060133410001,60133410001,97734,26180
1500000US060133410002,60133410002,171974,24962
1500000US060133410003,60133410003,103378,17968
1500000US060133430011,60133430011,166500,54079
1500000US060133430012,60133430012,141518,121375
1500000US060133430013,60133430013,75034,29801
1500000US060133430014,60133430014,92986,53078
1500000US060133430021,60133430021,92770,13467
1500000US060133430022,60133430022,128750,62844
1500000US060133430031,60133430031,163423,18083
1500000US060133430032,60133430032,114223,42592
1500000US060133451011,60133451011,94648,15751
1500000US060133451012,60133451012,152800,24311
1500000US060133451013,60133451013,203125,58601
1500000US060133451014,60133451014,99688,32443
1500000US060133451021,60133451021,136979,22542
1500000US060133451022,60133451022,138917,17874
1500000US060133451023,60133451023,121167,52302
1500000US060133451031,60133451031,105329,25628
1500000US060133451032,60133451032,160139,32089
1500000US060133451033,60133451033,154375,27132
1500000US060133451051,60133451051,132457,17207
1500000US060133451052,60133451052,143500,73016
1500000US060133451053,60133451053,139219,47643
1500000US060133451054,60133451054,122917,50358
1500000US060133451081,60133451081,134318,37936
1500000US060133451082,60133451082,123729,11326
1500000US060133451083,60133451083,106328,29195
1500000US060133451084,60133451084,126071,16255
1500000US060133451111,60133451111,157578,39173
1500000US060133451112,60133451112,103646,17490
1500000US060133451113,60133451113,183125,25158
1500000US060133451121,60133451121,133542,55628
1500000US060133451122,60133451122,100905,14868
1500000US060133451131,60133451131,165481,44799
1500000US060133451132,60133451132,168750,33087
1500000US060133451141,60133451141,127460,112728
1500000US060133451142,60133451142,108542,50275
1500000US060133451143,60133451143,180583,39677
1500000US060133451144,60133451144,161708,18125
1500000US060133451151,60133451151,190529,27785
1500000US060133451152,60133451152,167969,48823
1500000US060133451161,60133451161,159688,23618
1500000US060133451162,60133451162,171563,24059
1500000US060133452021,60133452021,160469,16578
1500000US060133452022,60133452022,84853,37763
1500000US060133452023,60133452023,114449,16718
1500000US060133452031,60133452031,199032,46283
